"Record type","Navigation group","Label","Destination or identifier","URL","Control behavior","New behavior","Off behavior","Verification","Notes","Source"
"Legacy redirect","BL aliases","/BL/BL-landlord-referral","/BL/BL-landlord-referral","https://innflow.ai/BL/BL-landlord-referral","Redirect to /landlord-referral; preserve assigned control","Redirect to /landlord-referral; preserve assigned new","Redirect to /landlord-referral","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-lease-agreement","/BL/BL-lease-agreement","https://innflow.ai/BL/BL-lease-agreement","Redirect to /lease-agreement; preserve assigned control","Redirect to /lease-agreement; preserve assigned new","Redirect to /lease-agreement","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-legal-agreements","/BL/BL-legal-agreements","https://innflow.ai/BL/BL-legal-agreements","Redirect to /legal-agreements; preserve assigned control","Redirect to /legal-agreements; preserve assigned new","Redirect to /legal-agreements","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-long-term-rentals","/BL/BL-long-term-rentals","https://innflow.ai/BL/BL-long-term-rentals","Redirect to /long-term-rentals; preserve assigned control","Redirect to /long-term-rentals; preserve assigned new","Redirect to /long-term-rentals","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-mid-term-rentals","/BL/BL-mid-term-rentals","https://innflow.ai/BL/BL-mid-term-rentals","Redirect to /mid-term-rentals; preserve assigned control","Redirect to /mid-term-rentals; preserve assigned new","Redirect to /mid-term-rentals","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-multi-property-investors","/BL/BL-multi-property-investors","https://innflow.ai/BL/BL-multi-property-investors","Redirect to /multi-property-investors; preserve assigned control","Redirect to /multi-property-investors; preserve assigned new","Redirect to /multi-property-investors","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-our-customers","/BL/BL-our-customers","https://innflow.ai/BL/BL-our-customers","Redirect to /our-customers; preserve assigned control","Redirect to /our-customers; preserve assigned new","Redirect to /our-customers","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-partner-with-us","/BL/BL-partner-with-us","https://innflow.ai/BL/BL-partner-with-us","Redirect to /partner-with-us; preserve assigned control","Redirect to /partner-with-us; preserve assigned new","Redirect to /partner-with-us","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-pricing","/BL/BL-pricing","https://innflow.ai/BL/BL-pricing","Redirect to /pricing; preserve assigned control","Redirect to /pricing; preserve assigned new","Redirect to /pricing","Redirect target verified live 2026-09-12","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-privacy-policy","/BL/BL-privacy-policy","https://innflow.ai/BL/BL-privacy-policy","Redirect to /legal/privacy-policy; preserve assigned control","Redirect to /legal/privacy-policy; preserve assigned new","Redirect to /legal/privacy-policy","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-product-updates","/BL/BL-product-updates","https://innflow.ai/BL/BL-product-updates","Redirect to /product-updates; preserve assigned control","Redirect to /product-updates; preserve assigned new","Redirect to /product-updates","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-real-estate-investing","/BL/BL-real-estate-investing","https://innflow.ai/BL/BL-real-estate-investing","Redirect to /real-estate-investing; preserve assigned control","Redirect to /real-estate-investing; preserve assigned new","Redirect to /real-estate-investing","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-rent-collection","/BL/BL-rent-collection","https://innflow.ai/BL/BL-rent-collection","Redirect to /rent-collection; preserve assigned control","Redirect to /rent-collection; preserve assigned new","Redirect to /rent-collection","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-rent-collection-2","/BL/BL-rent-collection-2","https://innflow.ai/BL/BL-rent-collection-2","Redirect to /rent-collection-2; preserve assigned control","Redirect to /rent-collection-2; preserve assigned new","Redirect to /rent-collection-2","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-rental-property-loans","/BL/BL-rental-property-loans","https://innflow.ai/BL/BL-rental-property-loans","Redirect to /rental-property-loans; preserve assigned control","Redirect to /rental-property-loans; preserve assigned new","Redirect to /rental-property-loans","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-renters","/BL/BL-renters","https://innflow.ai/BL/BL-renters","Redirect to /renters; preserve assigned control","Redirect to /renters; preserve assigned new","Redirect to /renters","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-resources","/BL/BL-resources","https://innflow.ai/BL/BL-resources","Redirect to /resources; preserve assigned control","Redirect to /resources; preserve assigned new","Redirect to /resources","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-security","/BL/BL-security","https://innflow.ai/BL/BL-security","Redirect to /security; preserve assigned control","Redirect to /security; preserve assigned new","Redirect to /security","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-security-deposit-account","/BL/BL-security-deposit-account","https://innflow.ai/BL/BL-security-deposit-account","Redirect to /security-deposit-account; preserve assigned control","Redirect to /security-deposit-account; preserve assigned new","Redirect to /security-deposit-account","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-short-term-rentals","/BL/BL-short-term-rentals","https://innflow.ai/BL/BL-short-term-rentals","Redirect to /short-term-rentals; preserve assigned control","Redirect to /short-term-rentals; preserve assigned new","Redirect to /short-term-rentals","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-tax-preparation","/BL/BL-tax-preparation","https://innflow.ai/BL/BL-tax-preparation","Redirect to /tax-preparation; preserve assigned control","Redirect to /tax-preparation; preserve assigned new","Redirect to /tax-preparation","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-tenant-screening-service","/BL/BL-tenant-screening-service","https://innflow.ai/BL/BL-tenant-screening-service","Redirect to /tenant-screening-service; preserve assigned control","Redirect to /tenant-screening-service; preserve assigned new","Redirect to /tenant-screening-service","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-terms-of-use","/BL/BL-terms-of-use","https://innflow.ai/BL/BL-terms-of-use","Redirect to /legal/terms-of-service; preserve assigned control","Redirect to /legal/terms-of-service; preserve assigned new","Redirect to /legal/terms-of-service","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL/BL-webinars","/BL/BL-webinars","https://innflow.ai/BL/BL-webinars","Redirect to /webinars; preserve assigned control","Redirect to /webinars; preserve assigned new","Redirect to /webinars","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/BL","/BL","https://innflow.ai/BL","Redirect to /; preserve assigned control","Redirect to /; preserve assigned new","Redirect to /","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Legacy redirect","BL aliases","/homepage-baselane","/homepage-baselane","https://innflow.ai/homepage-baselane","Redirect to /; preserve assigned control","Redirect to /; preserve assigned new","Redirect to /","Redirect configured in source; not individually live-verified","Legacy URL is not a split identifier.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
"Experiment configuration","Split test","Experiment key","marketing-experience-v1","","","","","Source verified 2026-09-12","Experiment version used for assignment and analytics.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/lib/marketing-experience.ts"
"Experiment configuration","Split test","Original variant","control","","","","","Source verified 2026-09-12","Original homepage, pricing, header and footer; demo redirects to Cal.com.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/lib/marketing-experience.ts"
"Experiment configuration","Split test","Baselane variant","new","","","","","Source verified 2026-09-12","Baselane homepage, pricing, header and footer; demo renders Baselane demo component.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/lib/marketing-experience.ts"
"Experiment configuration","Split test","Disabled mode","off","","","","","Source verified 2026-09-12","No experiment enrollment; Baselane homepage/pricing and shell are default. Demo redirects to Cal.com.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/proxy.ts"
"Experiment configuration","Split test","Allocation mode","MARKETING_EXPERIENCE_MODE=experiment","","","","","Source verified 2026-09-12","Server-side random 50/50 allocation on eligible first non-prefetch marketing request. A PostHog flag toggle alone does not change routing.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/proxy.ts"
"Experiment configuration","Split test","Persistent assignment cookie","innflow-experience","","","","","Source verified 2026-09-12","Signed HttpOnly host-only cookie; 90-day expiry.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/proxy.ts"
"Experiment configuration","Split test","Signing secret","MARKETING_EXPERIENCE_SECRET","","","","","Source verified 2026-09-12","Server-only signing secret of at least 32 characters; missing secret during active routing fails to control without measurement. Secret value omitted.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/proxy.ts"
"Experiment configuration","Split test","Request variant marker","x-innflow-experience","","","","","Source verified 2026-09-12","Value is control or new.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/lib/marketing-experience.ts"
"Experiment configuration","Split test","Request measurement marker","x-innflow-experience-measure","","","","","Source verified 2026-09-12","Value 1 enables eligible experiment measurement; otherwise 0.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/proxy.ts"
"Experiment configuration","Split test","HTML variant marker","data-marketing-experience","","","","","Source verified 2026-09-12","Body attribute is control or new; absent when no variant is assigned.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/app/layout.tsx"
"Experiment configuration","Split test","PostHog grouping property","$feature/marketing-experience-v1","","","","","Source verified 2026-09-12","Value is control or new; use this to distinguish variants.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/lib/marketing-experience.ts"
"Experiment configuration","Split test","PostHog version property","experiment_version","","","","","Source verified 2026-09-12","Value is marketing-experience-v1.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/lib/marketing-experience.ts"
"Experiment configuration","Split test","Exposure event","marketing_experience_viewed","","","","","Source verified 2026-09-12","Captured only after analytics consent and successful attribution handoff. Includes variant properties and page path.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/lib/marketing-experience-client.ts"
"Experiment configuration","Split test","Attribution failure event","marketing_experience_handoff_failed","","","","","Source verified 2026-09-12","Indicates failed attribution handoff; failed handoff does not count as successful exposure.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/lib/marketing-experience-client.ts"
"Experiment configuration","Split test","Preview selection","?experience=control; ?experience=new","","","","","Source verified 2026-09-12","Development or Vercel preview only; QA assignment persists via cookie when active and is excluded from measurement. Production ignores preview query selection.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/proxy.ts"
"Experiment configuration","Split test","Staff exclusion","innflow-experiment-exclude=1","","","","","Source verified 2026-09-12","Staff exclusion cookie forces control without exposure; bots are also excluded.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/proxy.ts"
"Experiment configuration","Split test","Consent mirror cookie","innflow-analytics-consent","","","","","Source verified 2026-09-12","Mirrors analytics consent for the innflow.ai domain.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/lib/marketing-experience-client.ts"
"Experiment configuration","Split test","Signup attribution cookie","innflow-experiment-attribution","","","","","Source verified 2026-09-12","Signed HttpOnly cookie shared with app; contains anonymous PostHog ID, variant and exposure timestamp; expires after 7 days.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/docs/marketing-experience-experiment.md"
"Experiment configuration","Split test","Primary conversion","signup_completed","","","","","Source verified 2026-09-12","Unique exposed people creating an account within 7 days; login is not a primary conversion. App delivery was not verified by this inventory.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/docs/marketing-experience-experiment.md"
"Experiment configuration","Split test","Shared content model","Home / pricing / demo + shell split","","","","","Source verified 2026-09-12","Other destinations share content inside the assigned header/footer. Both headers consume shared menu definitions.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/app/layout.tsx"
"Experiment configuration","Split test","Navigation consistency","Full-document navigation","","","","","Source verified 2026-09-12","When assigned, full-document navigation keeps page and shell on the same assignment and applies mode changes on next navigation.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/components/marketing-experience-runtime.tsx"
"Experiment configuration","Split test","Production observation","Baselane navbar; no body experiment marker","","","","","Public homepage observed 2026-09-12","Consistent with mode off; production environment setting and PostHog launch state were not directly verified.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/src/app/layout.tsx"
"Experiment configuration","Split test","Legacy markers","/BL/BL-*; baselane_*","","","","","Source verified 2026-09-12","Legacy URL prefixes and baselane_* click-event labels are not reliable split identifiers. Use control/new experiment property.","https://github.com/innflow-ai/frontend/blob/8fb2143bb480be62877777afce09318a390a3e03/next.config.ts"
